Game Type,Home,Away,Game,Team,Squad,Number,ACTION,Danger,Notes,Contested/Uncontested Chance,Period,Strength,,Team Totals All Situations: VAUGHAN KINGS,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,14,UCE,,,,3,PP,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,44,UCE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,21,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,88,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,88,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,86,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,88,P,HD,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,S,HD,,U,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,19,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,17,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,8,B,LD,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,88,ASSIST,HD,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,GOAL,HD,,C,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,88,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,15,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,15,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,86,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,64,P,MD,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,7,S,MD,,C,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,15,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,17,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,7,P,MD,TIP,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,19,M,MD,TIP,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,19,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,21,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,21,S,LD,REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,17,S,LD,REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,9,P,HD,TIP,,3,PK,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,10,M,HD,TIP,,3,PK,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,9,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,19,S,HD,BWAY,U,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,P,HD,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,88,M,HD,,U,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,7,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,21,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,21,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,21,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,10,CE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,55,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,17,B,LD,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,34,S,LD,NO REB,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,34,S,MD,,C,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,34,UCE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,34,D,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,10,UCE,,,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,M,HD,BWAY,U,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,86,P,MD,TIP,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Mississauga Senators,S,22,M,MD,TIP,,3,EV,,,,,
GTHL Regular Season,Toronto Marlboros,Mississauga Senators,Toronto Marlboros vs. Mississauga Senators Jan. 9,Toronto Marlboros,M,15,D,,,,3,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,19,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,86,S,LD,REB,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,11,S,MD,,C,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,92,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,11,S,MD,,C,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,92,POST,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,11,S,LD,REB,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,15,UC,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,15,P,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,44,S,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,18,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,18,S,LD,NO REB,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,14,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,8,M,MD,,C,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,8,B,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,14,UC,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,86,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,86,S,LD,NO REB,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,86,PE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,19,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,86,ASSIST,MD,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,19,GOAL,MD,,U,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,5,B,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,19,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,17,PE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,11,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,17,ASSIST,HD,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,11,GOAL,HD,,U,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,15,UCE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,18,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,44,M,HD,,C,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,44,M,HD,,C,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,14,D,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,11,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,91,S,LD,REB,,1,PK,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,18,CE,,,,1,PK,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,10,M,LD,,,1,PK,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,10,UCE,,,,1,PK,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,44,CE,,,,1,PK,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,88,CE,,,,1,PK,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,M,15,D,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,88,UCE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,9,P,HD,TIP,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,11,S,HD,TIP,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,18,S,LD,REB,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,14,UCE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,14,M,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,14,M,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,14,GOAL,MD,,C,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,London Knights,L,18,CE,,,,1,EV,,,,,
Toronto Marlboros Tournament,Toronto Marlboros,London Knights,Toronto Marlboros vs. London Knights - Marlies Tournament,Toronto Marlboros,L,18,S,LD,NO REB,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,London Knights,A,34,P,HD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,London Knights,A,11,S,HD,,U,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,London Knights,A,44,S,LD,NO REB,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,London Knights,A,8,S,LD,NO REB,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,17,P,MD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,11,S,MD,,U,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,22,M,HD,,C,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,92,M,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,London Knights,A,11,S,MD,,U,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,London Knights,A,87,M,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,18,M,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,10,M,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,16,M,LD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,86,S,LD,REB,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,5,S,LD,NO REB,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,11,S,MD,,C,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,17,S,MD,,C,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,18,P,MD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,19,P,HD,,,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,10,S,HD,,C,1,EV,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,86,POST,MD,,U,1,PP,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,10,S,LD,NO REB,,1,PP,,,,,
Toronto Marlboros Tournament,London Knights,Ajax Pickering Raiders,London Knights vs. Ajax Pickering Raiders - Marlies Tournament,Ajax Pickering Raiders,L,44,S,LD,NO REB,,1,PP,,,,,
